region,rank,division,summonerName,win,lose,winRatio,DorF,winRatio_By_100
kr,SILVER,III,godxm,42,50,0.4565,2,45.65
kr,SILVER,III,구한말 매화꽃,34,53,0.3908,1,39.08
kr,SILVER,III,후니0307,329,308,0.5165,1,51.65
kr,SILVER,III,어오랜만이다,167,170,0.4955,1,49.55
kr,SILVER,III,Chall pike,36,42,0.4615,1,46.150000000000006
kr,SILVER,III,잔소리하는아이유,13,21,0.3824,2,38.24
kr,SILVER,III,대물멸치,26,39,0.4,1,40.0
kr,SILVER,III,빵규11,112,128,0.4667,2,46.67
kr,SILVER,III,이하얀입니다,59,52,0.5315,2,53.15
kr,SILVER,III,뽀로짭새지우,27,41,0.3971,2,39.71
kr,SILVER,III,사혼구슬,39,50,0.4382,2,43.82
kr,SILVER,III,포골좀같이먹어,210,207,0.5036,1,50.36000000000001
kr,SILVER,III,소중한유미공주님,78,72,0.52,2,52.0
kr,SILVER,III,암흑의 별 갱플랭크,10,14,0.4167,1,41.67
kr,SILVER,III,TALON77,124,123,0.502,1,50.2
kr,SILVER,III,시이바나,43,38,0.5309,2,53.09
kr,SILVER,III,연 혈,44,56,0.44,1,44.0
kr,SILVER,III,윤뇨미,16,20,0.4444,2,44.440000000000005
kr,SILVER,III,질 성,308,302,0.5049,1,50.49
kr,SILVER,III,수연한,35,41,0.4605,2,46.050000000000004
kr,SILVER,III,평범한 스노우,44,54,0.449,1,44.9
kr,SILVER,III,hillaes,127,115,0.5248,1,52.480000000000004
kr,SILVER,III,염12병하는등1신,134,145,0.4803,1,48.03
kr,SILVER,III,여친엄청이쁨,17,24,0.4146,1,41.46
kr,SILVER,III,night Aphelios,24,28,0.4615,1,46.150000000000006
kr,SILVER,III,괴물지 쥐커드,28,38,0.4242,2,42.42
kr,SILVER,III,롤 연구가,45,41,0.5233,2,52.33
kr,SILVER,III,닉네임길어서놀랐지나도놀랐다,18,19,0.4865,1,48.65
kr,SILVER,III,chowon5651,6,13,0.3158,2,31.580000000000002
kr,SILVER,III,3451519,9,15,0.375,1,37.5
kr,SILVER,III,09라라,26,33,0.4407,2,44.07
kr,SILVER,III,포리포리포포리포,276,280,0.4964,2,49.64
kr,SILVER,III,곤약좋아,85,77,0.5247,1,52.470000000000006
kr,SILVER,III,Sh1nn,24,14,0.6316,1,63.160000000000004
kr,SILVER,III,해태정수교,314,328,0.4891,1,48.91
kr,SILVER,III,나는밤에 섹시해,47,49,0.4896,2,48.96
kr,SILVER,III,못하는새끼는떨굼,277,309,0.4727,2,47.27
kr,SILVER,III,귀여운곰발바닥,28,36,0.4375,2,43.75
kr,SILVER,III,정수리위백린탄,171,186,0.479,1,47.9
kr,SILVER,III,남탓하면나쁜사람,253,236,0.5174,2,51.739999999999995
kr,SILVER,III,호매실미남,186,205,0.4757,2,47.57
kr,SILVER,III,dduvyyyyyy,621,635,0.4944,1,49.44
kr,SILVER,III,마돌팔,87,104,0.4555,1,45.550000000000004
kr,SILVER,III,탱글영준,205,219,0.4835,2,48.35
kr,SILVER,III,전포동바다표범,11,8,0.5789,1,57.89
kr,SILVER,III,수유리 줌마 전문,63,53,0.5431,1,54.31
kr,SILVER,III,손만넣쿠잘게,34,40,0.4595,2,45.95
kr,SILVER,III,pingdu,314,307,0.5056,1,50.56
kr,SILVER,III,원순이는살아있다,387,422,0.4784,1,47.839999999999996
kr,SILVER,III,French Wine,187,189,0.4973,1,49.730000000000004
kr,SILVER,III,프리창근,206,235,0.4671,2,46.71
kr,SILVER,III,고스카,51,52,0.4951,1,49.51
kr,SILVER,III,하체차이 SIBAL,5,6,0.4545,3,45.45
kr,SILVER,III,꽁승하는 꽁냥이,25,42,0.3731,1,37.31
kr,SILVER,III,jinjaIim,440,420,0.5116,1,51.160000000000004
kr,SILVER,III,마상왕,535,528,0.5033,1,50.33
kr,SILVER,III,GARDON,19,27,0.413,2,41.3
kr,SILVER,III,겸 연,305,334,0.4773,1,47.73
kr,SILVER,III,쿠쿠디디티티,129,127,0.5039,1,50.39
kr,SILVER,III,야밤tv,154,173,0.4709,2,47.089999999999996
kr,SILVER,III,야스오마에와모신데이루,342,335,0.5052,1,50.519999999999996
kr,SILVER,III,지면 서풋차이,30,34,0.4688,1,46.88
kr,SILVER,III,꽉막힌 똥구멍,13,19,0.4062,1,40.62
kr,SILVER,III,재우보단잘함,45,33,0.5769,1,57.69
kr,SILVER,III,ililillliiilli,25,29,0.463,1,46.300000000000004
kr,SILVER,III,WACL,54,56,0.4909,2,49.09
kr,SILVER,III,Double Step PLUS,43,45,0.4886,1,48.86
kr,SILVER,III,사기꾼입니다,151,157,0.4903,1,49.03
kr,SILVER,III,Ulity,4,9,0.3077,2,30.769999999999996
kr,SILVER,III,SKT T1 변기통,35,28,0.5556,1,55.559999999999995
kr,SILVER,III,eldz7,322,308,0.5111,1,51.11
kr,SILVER,III,미디어패디,82,86,0.4881,2,48.809999999999995
kr,SILVER,III,소안임,166,154,0.5188,1,51.88
kr,SILVER,III,롤은너무어려워여,147,148,0.4983,1,49.830000000000005
kr,SILVER,III,니얼굴에방구뿡,254,216,0.5404,1,54.04
kr,SILVER,III,OO아 널 많이 좋아해,37,41,0.4744,1,47.44
kr,SILVER,III,롤초보시키,39,49,0.4432,1,44.32
kr,SILVER,III,개조련사강형욱씨,33,37,0.4714,1,47.14
kr,SILVER,III,초l샤코l식,57,57,0.5,3,50.0
kr,SILVER,III,캐럿또,115,107,0.518,2,51.800000000000004
kr,SILVER,III,RNG MZI,80,73,0.5229,2,52.290000000000006
kr,SILVER,III,퍼니타임,75,84,0.4717,1,47.17
kr,SILVER,III,얼마나더잘해야해,4,6,0.4,2,40.0
kr,SILVER,III,갓딩작,221,195,0.5312,1,53.12
kr,SILVER,III,나만팀운극악,86,92,0.4831,1,48.309999999999995
kr,SILVER,III,발라드들어라,97,83,0.5389,1,53.89000000000001
kr,SILVER,III,꼴깍위,11,16,0.4074,2,40.739999999999995
kr,SILVER,III,chameleon nico,366,349,0.5119,1,51.190000000000005
kr,SILVER,III,월식 마나무네 진,155,170,0.4769,2,47.69
kr,SILVER,III,정점 샤코,4,13,0.2353,2,23.53
kr,SILVER,III,vinti12,143,152,0.4847,1,48.47
kr,SILVER,III,창상남석,147,149,0.4966,1,49.66
kr,SILVER,II,신동아학원,36,30,0.5455,2,54.55
kr,SILVER,II,롤렉스시계폭탄만들기장인질리언,25,25,0.5,1,50.0
kr,SILVER,II,치킨사주면죽어줌,42,40,0.5122,1,51.22
kr,SILVER,II,Yu Chi One,491,472,0.5099,2,50.99
kr,SILVER,II,브랏울,13,21,0.3824,2,38.24
kr,SILVER,II,coghniy gons,25,20,0.5556,1,55.559999999999995
kr,SILVER,II,awdh,216,214,0.5023,1,50.23
kr,SILVER,II,과제하러 갑니다,49,36,0.5765,1,57.65
kr,SILVER,II,이한민 문다연,32,30,0.5161,2,51.61
kr,SILVER,II,김 꾀 추 ,27,17,0.6136,2,61.36000000000001
kr,SILVER,II,리얼드림이,254,230,0.5248,1,52.480000000000004
kr,SILVER,II,GAP SUPPORT GAP,93,77,0.5471,1,54.71
kr,SILVER,II,이XXX,291,287,0.5035,1,50.349999999999994
kr,SILVER,II,공이년생 진이다,23,30,0.434,1,43.4
kr,SILVER,II,사랑받게해주세요,13,25,0.3421,2,34.21
kr,SILVER,II,예린아가,264,213,0.5535,1,55.35
kr,SILVER,II,고잔동나이키,50,58,0.463,1,46.300000000000004
kr,SILVER,II,닉네임길이의한계란어디일까궁금해,68,47,0.5913,2,59.13
kr,SILVER,II,벌레승전사,12,11,0.5217,2,52.17
kr,SILVER,II,유성 자이라,265,245,0.5196,1,51.959999999999994
kr,SILVER,II,패 죠,4,17,0.1905,1,19.05
kr,SILVER,II,34 Trung,174,162,0.5179,2,51.790000000000006
kr,SILVER,II,악질펀치,189,193,0.4948,2,49.480000000000004
kr,SILVER,II,롤이어렵나요,115,112,0.5066,1,50.660000000000004
kr,SILVER,II,이렐리아유져,297,283,0.5121,2,51.21
kr,SILVER,II,신장고 그,98,107,0.478,2,47.8
kr,SILVER,II,오른손은흔들뿐,20,23,0.4651,1,46.51
kr,SILVER,II,29잇꾸52요잇,20,13,0.6061,1,60.61
kr,SILVER,II,Coffee Brew,8,9,0.4706,1,47.06
kr,SILVER,II,호응재대로해라,278,280,0.4982,1,49.82
kr,SILVER,II,오전 7시 8분,243,230,0.5137,1,51.370000000000005
kr,SILVER,II,절구나,897,903,0.4983,1,49.830000000000005
kr,SILVER,II,왓더버벅,17,21,0.4474,1,44.74
kr,SILVER,II,런포런포,13,27,0.325,1,32.5
kr,SILVER,II,카이사떡상,17,23,0.425,1,42.5
kr,SILVER,II,입다물어극딜간다,47,51,0.4796,1,47.96
kr,SILVER,II,똥참는 멧비둘기,76,61,0.5547,1,55.47
kr,SILVER,II,말은싸가지있게,2,9,0.1818,2,18.18
kr,SILVER,II,대단한양말,15,24,0.3846,1,38.46
kr,SILVER,II,마카오박씨,354,388,0.4771,1,47.71
kr,SILVER,II,지후니모싯따,19,20,0.4872,2,48.72
kr,SILVER,II,뎀 뎀,44,55,0.4444,2,44.440000000000005
kr,SILVER,II,박지성의슬라이딩,141,149,0.4862,1,48.620000000000005
kr,SILVER,II,넘버나인마이삭,12,15,0.4444,2,44.440000000000005
kr,SILVER,II,REDTOD,172,172,0.5,1,50.0
kr,SILVER,II,HS Gang,22,26,0.4583,1,45.83
kr,SILVER,II,jnpl,18,15,0.5455,2,54.55
kr,SILVER,II,룰룽랄라,332,337,0.4963,2,49.63
kr,SILVER,II,parkpupple,346,335,0.5081,1,50.81
kr,SILVER,II,내이름은강시현,15,18,0.4545,1,45.45
kr,SILVER,II,쿄우스시,18,19,0.4865,1,48.65
kr,SILVER,II,나야 나 시윤잉,64,77,0.4539,1,45.39
kr,SILVER,II,마스터 녹턴,55,45,0.55,1,55.00000000000001
kr,SILVER,II,IIlIIlIIlIIl1IIl,16,19,0.4571,1,45.71
kr,SILVER,II,포티시,85,80,0.5152,1,51.519999999999996
kr,SILVER,II,La promesa,24,18,0.5714,2,57.14
kr,SILVER,II,게임 안 할꺼야,9,11,0.45,1,45.0
kr,SILVER,II,졸래졸래,19,10,0.6552,2,65.52
kr,SILVER,II,진웅이형사랑해여,124,111,0.5277,1,52.769999999999996
kr,SILVER,II,IDayIGang,91,66,0.5796,2,57.96
kr,SILVER,II,핑찍으면템팔아요,56,70,0.4444,2,44.440000000000005
kr,SILVER,II,climb on lift,53,57,0.4818,1,48.18
kr,SILVER,II,볼빨간지우,196,201,0.4937,1,49.370000000000005
kr,SILVER,II,Ice Bear fan,12,23,0.3429,1,34.29
kr,SILVER,II,이상성욕과릴리아,44,45,0.4944,1,49.44
kr,SILVER,II,수퀴아오,15,17,0.4688,2,46.88
kr,SILVER,II,멍때리면서함그냥,223,194,0.5348,1,53.480000000000004
kr,SILVER,II,욱더는 너무 귀여워,14,16,0.4667,1,46.67
kr,SILVER,II,칸쵸똥,37,43,0.4625,1,46.25
kr,SILVER,II,이잼충,81,75,0.5192,2,51.92
kr,SILVER,II,Tiger SJ,301,292,0.5076,2,50.760000000000005
kr,SILVER,II,AFTV  BJ햄토리쥬,174,198,0.4677,1,46.77
kr,SILVER,II,정글3번오면캐리,126,121,0.5101,2,51.01
kr,SILVER,II,백저어엉,221,228,0.4922,2,49.220000000000006
kr,SILVER,II,김건똥,29,28,0.5088,2,50.88
kr,SILVER,II,승진이형,377,388,0.4928,2,49.28
kr,SILVER,II,뱅 쨔,6,8,0.4286,1,42.86
kr,SILVER,II,물대아,461,460,0.5005,1,50.05
kr,SILVER,II,boheMalaya,122,118,0.5083,1,50.83
kr,SILVER,II,기네스기록,33,42,0.44,1,44.0
kr,SILVER,II,귀살대 진재앙,9,7,0.5625,1,56.25
kr,SILVER,II,피디르버프좀,16,9,0.64,2,64.0
kr,SILVER,II,바코진씨2,121,129,0.484,1,48.4
kr,SILVER,II,빵셔틀4호,57,48,0.5429,1,54.290000000000006
kr,SILVER,II,계획에없던자식,139,142,0.4947,2,49.47
kr,SILVER,II,솔랭용계정3,70,76,0.4795,1,47.949999999999996
kr,SILVER,II,빼위커,86,69,0.5548,2,55.48
kr,SILVER,II,Gnawed Leaf,41,40,0.5062,1,50.62
kr,SILVER,II,서포터왕십리,50,41,0.5495,1,54.949999999999996
kr,SILVER,II,기어다니는낚시꾼,101,103,0.4951,2,49.51
kr,SILVER,II,형부쫌만더,13,14,0.4815,1,48.15
kr,SILVER,II,JustLikeTalkKR,18,18,0.5,1,50.0
kr,SILVER,II,babosiki,18,22,0.45,1,45.0
kr,SILVER,II,ekckeksgka,52,60,0.4643,1,46.43
kr,SILVER,II,김철밥통,88,100,0.4681,2,46.81
kr,SILVER,II,조선제일JG,22,29,0.4314,2,43.14
kr,SILVER,II,스님두아침엔선다,8,6,0.5714,2,57.14
kr,SILVER,II,단무요정 김채원,33,29,0.5323,1,53.23
kr,SILVER,II,그냥작살,9,7,0.5625,1,56.25
kr,SILVER,II,GodIike,19,32,0.3725,2,37.25
kr,SILVER,II,너무멋진교미,14,9,0.6087,1,60.870000000000005
kr,SILVER,II,처형피다 딱대라,22,20,0.5238,1,52.38
kr,SILVER,II,요놈맛좀봐라,4,15,0.2105,1,21.05
kr,SILVER,II,파볼 파사달 문의,125,149,0.4562,1,45.62
kr,SILVER,II,영월이,20,18,0.5263,1,52.629999999999995
kr,SILVER,II,원딜레드먹도록,22,29,0.4314,2,43.14
kr,SILVER,II,야소0,23,29,0.4423,3,44.230000000000004
kr,SILVER,II,좀 그렇다 너,24,18,0.5714,2,57.14
kr,SILVER,II,얌스기릿,217,231,0.4844,1,48.44
kr,SILVER,II,리미니 fan,151,142,0.5154,2,51.54
kr,SILVER,II,내가아깡,167,174,0.4897,2,48.97
kr,SILVER,II,야심한 공기,134,116,0.536,2,53.6
kr,SILVER,II,사랑에빠진엄준식,148,154,0.4901,1,49.01
kr,SILVER,II,뒤뚱뒤뚱폴짝,56,67,0.4553,1,45.53
kr,SILVER,II,니보다 2년 선배,69,67,0.5074,1,50.739999999999995
kr,SILVER,II,그것 도한 무스비,318,337,0.4855,1,48.55
kr,SILVER,II,귀엽고깜찍한실력,19,24,0.4419,1,44.190000000000005
kr,SILVER,II,hide on bit3h,33,42,0.44,1,44.0
kr,SILVER,II,인마드에어포트,24,28,0.4615,2,46.150000000000006
kr,SILVER,II,실버고시텔,565,566,0.4996,2,49.96
kr,SILVER,II,히토미박사엄준식,13,15,0.4643,1,46.43
kr,SILVER,II,아랫동네 갑니당,31,29,0.5167,2,51.67
kr,SILVER,II,aldles,42,53,0.4421,1,44.21
kr,SILVER,II,리경민,167,154,0.5202,2,52.019999999999996
kr,SILVER,II,01083136532,192,219,0.4672,1,46.72
kr,SILVER,II,야비한트롤,310,304,0.5049,2,50.49
kr,SILVER,II,1김치워리어1,295,286,0.5077,1,50.77
kr,SILVER,II,구댕이내꺼,346,331,0.5111,2,51.11
kr,SILVER,II,FLEX해버렷,243,252,0.4909,1,49.09
kr,SILVER,II,섯 폿 터,29,25,0.537,1,53.7
kr,SILVER,II,이거보여주려고계정다시팠다,62,67,0.4806,2,48.06
kr,SILVER,II,Top User KG,40,48,0.4545,1,45.45
kr,SILVER,II,시간의 강,6,8,0.4286,2,42.86
kr,SILVER,II,기여워아진,242,247,0.4949,2,49.49
kr,SILVER,II,광자룡,30,31,0.4918,2,49.18
kr,SILVER,II,완전 큰 벌,100,80,0.5556,1,55.559999999999995
kr,SILVER,II,하 대 스,23,28,0.451,1,45.1
kr,SILVER,II,qegz,40,44,0.4762,2,47.620000000000005
kr,SILVER,II,후지와라치카짱,66,72,0.4783,2,47.83
kr,SILVER,II,진짜 너어는,43,54,0.4433,1,44.330000000000005
kr,SILVER,II,명륜질싸갈비잉,258,267,0.4914,2,49.14
kr,SILVER,II,오징어영흔,69,93,0.4259,1,42.59
kr,SILVER,II,야미코진년,18,16,0.5294,2,52.94
kr,SILVER,II,THISISREVOLUTION,261,280,0.4824,1,48.24
kr,SILVER,II,verynaci,58,61,0.4874,1,48.74
kr,SILVER,II,뀌여운 멍멍,25,25,0.5,1,50.0
kr,SILVER,II,Rjz,86,92,0.4831,2,48.309999999999995
kr,SILVER,II,교통지원,14,20,0.4118,2,41.18
kr,SILVER,II,니취파놈아,69,85,0.4481,2,44.81
kr,SILVER,II,남자야 여자야,6,10,0.375,1,37.5
kr,SILVER,II,안녕 난 두더지,13,20,0.3939,1,39.39
kr,SILVER,II,리그우승0회,28,47,0.3733,1,37.330000000000005
kr,SILVER,II,윤두치짱,6,13,0.3158,1,31.580000000000002
kr,SILVER,II,Hwang9,6,11,0.3529,1,35.29
kr,SILVER,II,씹오도,25,27,0.4808,1,48.08
kr,SILVER,II,목업대통령,5,6,0.4545,1,45.45
kr,SILVER,II,Varaem,22,29,0.4314,1,43.14
kr,SILVER,II,방구가피시식,103,115,0.4725,2,47.25
kr,SILVER,II,잭스짹스짹쓰,39,43,0.4756,1,47.56
kr,SILVER,II,신당동냥주먹,23,12,0.6571,1,65.71000000000001
kr,SILVER,II,T4KE 4 LOOK,117,119,0.4958,1,49.58
kr,SILVER,II,핑크섹 감차,8,7,0.5333,1,53.33
kr,SILVER,II,밈 섬,12,22,0.3529,2,35.29
kr,SILVER,II,개밥그릇두부,19,20,0.4872,1,48.72
kr,SILVER,II,Mad top Nautilus,21,25,0.4565,1,45.65
kr,SILVER,II,아름다운 꽃향기,16,19,0.4571,1,45.71
kr,SILVER,II,징징이 피지,44,54,0.449,2,44.9
kr,SILVER,II,재민앙사랑해,8,7,0.5333,2,53.33
kr,SILVER,II,딜폿하면대충함,125,118,0.5144,2,51.44
kr,SILVER,II,주말용오징어잡이,28,22,0.56,1,56.00000000000001
kr,SILVER,II,난부자왕이될거야,41,41,0.5,1,50.0
kr,SILVER,II,연계백숙,27,27,0.5,1,50.0
kr,SILVER,II,골목대장 곽덕배,26,21,0.5532,1,55.32
kr,SILVER,II,화밖에없는사람,379,369,0.5067,1,50.67
kr,SILVER,II,XRNEX,17,22,0.4359,1,43.59
kr,SILVER,II,숟가락얹는계정,11,7,0.6111,2,61.11
kr,SILVER,II,야수오장인엄준식,34,34,0.5,2,50.0
kr,SILVER,II,Skt2 WarWick,32,29,0.5246,2,52.459999999999994
kr,SILVER,II,골드 다 죽인다,8,5,0.6154,2,61.53999999999999
kr,SILVER,II,Tsukuyo2,357,348,0.5064,2,50.63999999999999
kr,SILVER,II,BBG CarnagE,13,14,0.4815,2,48.15
kr,SILVER,II,태 쫑,41,52,0.4409,1,44.09
kr,SILVER,II,문만두,21,28,0.4286,1,42.86
kr,SILVER,II,지 금 숨 한,26,33,0.4407,2,44.07
kr,SILVER,I,IlIIIlllIIlllIII,28,41,0.4058,2,40.58
kr,SILVER,I,Cs slave,15,11,0.5769,1,57.69
kr,SILVER,I,ohh0914,39,51,0.4333,1,43.33
kr,SILVER,I,Addai,11,4,0.7333,1,73.33
kr,SILVER,I,S대 출신 오영미,26,17,0.6047,2,60.47
kr,SILVER,I,F점멸 애호가,240,223,0.5184,1,51.839999999999996
kr,SILVER,I,DRX Seongria,57,55,0.5089,1,50.89
kr,SILVER,I,minimizee,20,20,0.5,2,50.0
kr,SILVER,I,qwa48ADAW,188,199,0.4858,1,48.58
kr,SILVER,I,막타의호흡,25,25,0.5,1,50.0
kr,SILVER,I,P U R E Y,12,12,0.5,1,50.0
kr,SILVER,I,마공학 녹턴,32,31,0.5079,2,50.79
kr,SILVER,I,우동빈,23,24,0.4894,1,48.94
kr,SILVER,I,락서재,51,28,0.6456,2,64.56
kr,SILVER,I,강하지니,14,11,0.56,2,56.00000000000001
kr,SILVER,I,솔킬은완벽하게,216,208,0.5094,2,50.94
kr,SILVER,I,el psi congru,17,11,0.6071,2,60.709999999999994
kr,SILVER,I,아니몬디리야,291,268,0.5206,1,52.059999999999995
kr,SILVER,I,고객지원전문가,34,35,0.4928,2,49.28
kr,SILVER,I,장성공주,62,60,0.5082,1,50.82
kr,SILVER,I,짜요짜요베베,17,23,0.425,2,42.5
kr,SILVER,I,mute alIllIlllll,52,65,0.4444,1,44.440000000000005
kr,SILVER,I,협곡도식후경,65,73,0.471,2,47.099999999999994
kr,SILVER,I,이즈 유미,26,24,0.52,1,52.0
kr,SILVER,I,chef SOL,131,137,0.4888,1,48.88
kr,SILVER,I,UberShaper,15,7,0.6818,2,68.17999999999999
kr,SILVER,I,로윤띠,20,27,0.4255,1,42.55
kr,SILVER,I,응애 충일 맘마조,11,17,0.3929,2,39.290000000000006
kr,SILVER,I,개념초월자,14,8,0.6364,1,63.63999999999999
kr,SILVER,I,블루잘안줌,38,35,0.5205,2,52.05
kr,SILVER,I,liililiilillil,39,30,0.5652,2,56.52
kr,SILVER,I,69OGDCX,20,20,0.5,1,50.0
kr,SILVER,I,RadjaNainggolan,278,280,0.4982,1,49.82
kr,SILVER,I,Grace Pantheon,58,68,0.4603,2,46.03
kr,SILVER,I,미카일의도마도,47,48,0.4947,1,49.47
kr,SILVER,I,바이퍼이퍼,21,27,0.4375,2,43.75
kr,SILVER,I,주니효니,8,5,0.6154,1,61.53999999999999
kr,SILVER,I,레인건,19,18,0.5135,1,51.349999999999994
kr,SILVER,I,끝의 겨울,14,13,0.5185,2,51.849999999999994
kr,SILVER,I,무지개로포로,17,18,0.4857,1,48.57
kr,SILVER,I,나는죄인이오,13,13,0.5,2,50.0
kr,SILVER,I,뒤끝심함,31,43,0.4189,1,41.89
kr,SILVER,I,성진빌 201호,35,35,0.5,1,50.0
kr,SILVER,I,집이안보여요,14,11,0.56,1,56.00000000000001
kr,SILVER,I,김민교의 앞텔,14,11,0.56,1,56.00000000000001
kr,SILVER,I,탭탭탭탭탭탭탭탭,19,18,0.5135,1,51.349999999999994
kr,SILVER,I,많은걸잃은사람,57,64,0.4711,2,47.11
kr,SILVER,I,따따 사랑해,9,4,0.6923,1,69.23
kr,SILVER,I,머리국밥하나요,143,120,0.5437,1,54.37
kr,SILVER,I,임 광 현,35,36,0.493,1,49.3
kr,SILVER,I,골드까지버스좀,19,19,0.5,1,50.0
kr,SILVER,I,무지대 버섯학과,27,15,0.6429,1,64.29
kr,SILVER,I,지나가던 단이,208,214,0.4929,1,49.29
kr,SILVER,I,PastelTone Color,27,33,0.45,2,45.0
kr,SILVER,I,짖 랄,43,47,0.4778,1,47.78
kr,SILVER,I,IIIII111,5,8,0.3846,1,38.46
kr,SILVER,I,으넌넌,12,8,0.6,1,60.0
kr,SILVER,I,너도개못해,688,689,0.4996,2,49.96
kr,SILVER,I,EunJJoE,18,22,0.45,2,45.0
kr,SILVER,I,안녕삐뽀,6,7,0.4615,2,46.150000000000006
kr,SILVER,I,eyoneunerunger,61,41,0.598,1,59.8
kr,SILVER,I,우리집네티,43,46,0.4831,1,48.309999999999995
kr,SILVER,I,콩나물국밥 5천원,56,53,0.5138,1,51.38
kr,SILVER,I,송고기만두,29,39,0.4265,1,42.65
kr,SILVER,I,원 딜 공 식,203,212,0.4892,2,48.92
kr,SILVER,I,미니언끄는블랭,57,47,0.5481,1,54.81
kr,SILVER,I,Graves Mafia,14,12,0.5385,2,53.849999999999994
kr,SILVER,I,meNlUah,4,13,0.2353,1,23.53
kr,SILVER,I,관태짱,204,193,0.5139,2,51.39
kr,SILVER,I,곤봉으로 때려줘,17,14,0.5484,2,54.84
kr,SILVER,I,se03015,18,23,0.439,1,43.9
kr,SILVER,I,간절하고행복했던,12,11,0.5217,1,52.17
kr,SILVER,I,yuyuyuyuyuy,95,105,0.475,1,47.5
kr,SILVER,I,나사미라잘함,105,103,0.5048,1,50.480000000000004
kr,SILVER,I,jjanggang,18,19,0.4865,3,48.65
kr,SILVER,I,종원이는 싫은걸,453,477,0.4871,2,48.71
kr,SILVER,I,칼의노래1,43,49,0.4674,1,46.739999999999995
kr,SILVER,I,리헤온,9,7,0.5625,1,56.25
kr,SILVER,I,무릎을다쳤어요,29,33,0.4677,2,46.77
kr,SILVER,I,엄마가출근할때뽀뽀버억,23,26,0.4694,1,46.94
kr,SILVER,I,급식의왕사람,399,430,0.4813,1,48.13
kr,SILVER,I,똥스똥쓰,20,13,0.6061,2,60.61
kr,SILVER,I,asasadad,18,11,0.6207,1,62.07
kr,SILVER,I,T1 조SI커,36,35,0.507,1,50.7
kr,SILVER,I,딸기라떼먹고싶엉,52,40,0.5652,1,56.52
kr,SILVER,I,IllIlIIllIIlIIII,9,10,0.4737,2,47.370000000000005
kr,SILVER,I,고소한 게임,881,827,0.5158,1,51.580000000000005
kr,SILVER,I,궁극기 겁탈 전문,13,8,0.619,1,61.9
kr,SILVER,I,거북s팬티도둑,79,57,0.5809,1,58.089999999999996
kr,SILVER,I,두개골빠갠다,62,63,0.496,2,49.6
kr,SILVER,I,IIRASONY,80,84,0.4878,2,48.78
kr,SILVER,I,SKT T1 도정요,27,26,0.5094,1,50.94
kr,SILVER,I,정글마크,85,104,0.4497,1,44.97
kr,SILVER,I,해변나는solo,11,13,0.4583,1,45.83
kr,SILVER,I,아무무처럼 울어,58,45,0.5631,1,56.31
kr,SILVER,I,커스녀,306,292,0.5117,2,51.17
kr,SILVER,I,고광택,176,181,0.493,1,49.3
kr,SILVER,I,일급분노조절장애,117,102,0.5342,1,53.42
kr,SILVER,I,니들은다밥,49,55,0.4712,1,47.12
kr,SILVER,I,EnWa,175,173,0.5029,1,50.29
kr,SILVER,I,liiiliillllli,22,19,0.5366,1,53.66
kr,SILVER,I,카서스 궁조심해,358,352,0.5042,1,50.42
kr,SILVER,I,죽을테니캐리해줘,45,51,0.4688,1,46.88
kr,SILVER,I,키크고잘생긴넘,20,31,0.3922,1,39.22
kr,SILVER,I,떡 후,24,22,0.5217,2,52.17
kr,SILVER,I,Cheng Zhao Xing,11,8,0.5789,2,57.89
kr,SILVER,I,블루주면던질예정,49,56,0.4667,1,46.67
kr,SILVER,I,구혜광,108,115,0.4843,2,48.43
kr,SILVER,I,아라우디,5,7,0.4167,3,41.67
kr,SILVER,I,정글아 갱좀 처와,38,37,0.5067,2,50.67
kr,SILVER,I,팅 캉,23,18,0.561,2,56.10000000000001
kr,SILVER,I,조용히해탈주한다조용히해탈주한다,32,33,0.4923,2,49.230000000000004
kr,SILVER,I,뽀롱뽀롱뽀으롱,24,17,0.5854,2,58.540000000000006
kr,SILVER,I,여주블츠,37,24,0.6066,2,60.660000000000004
kr,SILVER,I,달콩쌉가능한룰루,11,16,0.4074,2,40.739999999999995
kr,SILVER,I,권일렉,22,19,0.5366,1,53.66
kr,SILVER,I,짝밍규,20,19,0.5128,2,51.28
kr,SILVER,I,손자경,17,18,0.4857,1,48.57
kr,SILVER,I,노승환 파워,45,50,0.4737,1,47.370000000000005
kr,SILVER,I,zon잘 야소유저,222,225,0.4966,1,49.66
kr,SILVER,I,유리맨탈바로던짐,156,178,0.4671,2,46.71
kr,SILVER,I,이태원클럽충딱대,24,28,0.4615,1,46.150000000000006
kr,SILVER,I,달달한 너,14,14,0.5,2,50.0
kr,SILVER,I,사랑 참 어렵다2,386,394,0.4949,2,49.49
kr,SILVER,I,평화동방범대,33,30,0.5238,2,52.38
kr,SILVER,I,기이이이이이이이이이이이이일어,7,8,0.4667,1,46.67
kr,SILVER,I,설렁탕탕탕,34,34,0.5,1,50.0
kr,SILVER,I,망치휘두르는요들,36,41,0.4675,1,46.75
kr,SILVER,I,김bebe,4,6,0.4,1,40.0
kr,SILVER,I,용지니잉,41,38,0.519,1,51.9
kr,SILVER,I,김해시 동사무소,17,22,0.4359,2,43.59
kr,SILVER,I,학연혈연지연,30,24,0.5556,1,55.559999999999995
kr,SILVER,I,유미는발정기,132,138,0.4889,2,48.89
kr,SILVER,I,심꿍해찌,19,19,0.5,1,50.0
